nat_demand,T2M_toc,QV2M_toc,TQL_toc,W2M_toc,T2M_san,QV2M_san,TQL_san,W2M_san,T2M_dav,QV2M_dav,TQL_dav,W2M_dav,holiday,school,nat_demand_1st_inv_diff,T2M_toc_1st_inv_diff,QV2M_toc_1st_inv_diff,TQL_toc_1st_inv_diff,W2M_toc_1st_inv_diff,T2M_san_1st_inv_diff,QV2M_san_1st_inv_diff,TQL_san_1st_inv_diff,W2M_san_1st_inv_diff,T2M_dav_1st_inv_diff,QV2M_dav_1st_inv_diff,TQL_dav_1st_inv_diff,W2M_dav_1st_inv_diff,holiday_1st_inv_diff,school_1st_inv_diff
-47.73946260881931,-0.06184705983300687,-1.6157419607707492e-05,-0.0009628542981466643,-0.32109235937146086,-0.25051863118286494,-0.00011925440489511075,-0.000571355391429087,0.07054867284078951,-0.16657063786346535,-0.00012539661342195652,0.0019258321898192857,0.10260667717606672,-0.006198250061619645,0.005024757511394292,1089.3319373911806,25.542272810166995,0.017662187580392293,-0.0005836492981466644,10.666344960628539,23.298913738817138,0.01675800359510489,0.000899210608570913,4.76128392684079,22.773486732136536,0.016927337386578045,0.07391680218981929,2.1264288331760666,-0.006198250061619645,0.005024757511394292
-32.261223766275215,-0.03432530391665446,-6.581582546637473e-05,0.0007273440628634058,0.03487272265701215,-0.20733983426071992,-8.761823595295071e-05,-0.0014529096899314527,0.07726299624036594,-0.16094826243965135,-7.453101825457768e-05,0.0025340934807082487,0.0334832005248894,-0.011521457312062047,0.0059779577277761925,1057.0707136249055,25.50794750625034,0.01759637175492592,0.00014369476471674147,10.70121768328555,23.091573904556416,0.016670385359151937,-0.0005536990813605398,4.8385469230811555,22.612538469696887,0.016852806368323467,0.07645089567052754,2.159912033700956,-0.01771970737368169,0.011002715239170485
-29.426932419613976,-0.011848323972355745,-2.0319817360079623e-05,0.0012281428893175439,-0.059692102399921065,-0.16867342558193135,-7.480751054808046e-05,-0.00290552180297591,0.16494460735438063,-0.11437633838447618,-9.566190587441723e-05,0.001533056249753071,0.0280686248338372,-0.004045055040477751,0.002321005187263583,1027.6437812052916,25.496099182277984,0.01757605193756584,0.0013718376540342854,10.64152558088563,22.922900478974487,0.016595577848603858,-0.00345922088433645,5.003491530435536,22.49816213131241,0.01675714446244905,0.07798395192028061,2.1879806585347934,-0.021764762414159443,0.013323720426434068
-26.930560803650017,-0.01566867212065154,-4.598917163016128e-05,0.0002964044991877309,-0.14322040380447434,-0.1685611713698542,-7.471331755898092e-05,-0.003077977249674593,0.08272992010200983,-0.06931965127501506,-0.0001395921883108686,-0.0007258602981180104,0.02890699504403052,-0.004467065395339686,-0.0007907057900493622,1000.7132204016416,25.480430510157333,0.01753006276593568,0.0016682421532220164,10.498305177081155,22.75433930760463,0.016520864531044878,-0.006537198134011043,5.086221450537546,22.428842480037392,0.01661755227413818,0.0772580916221626,2.216887653578824,-0.02623182780949913,0.012533014636384706
-29.717219072067007,-0.04076760264805805,-3.48509025493102e-05,-0.0036378183222419524,-0.5201456709482073,-0.19635738244788975,-1.163643308765278e-05,-0.0031113619011907444,-0.2996532395149547,-0.08314977611551924,-0.00010189738340906889,-0.0011323726632956343,-0.03944964740530174,-0.0035357619818593153,0.00013556743014783205,970.9960013295745,25.439662907509273,0.01749521186338637,-0.0019695761690199363,9.978159506132949,22.557981925156742,0.016509228097957223,-0.009648560035201786,4.786568211022591,22.345692703921873,0.01651565489072911,0.07612571895886697,2.177438006173522,-0.029767589791358445,0.012668582066532538
-15.236755243706575,-0.06380655980606423,7.563689487353663e-05,-0.0050303750482308725,-1.063765281624068,-0.20622023248482202,5.484297059903608e-05,-0.001798015583666786,-0.37569477951842,-0.08702294538842946,-4.7758708547292876e-06,-0.0003024297562477983,-0.06485558168663914,-0.002424673042864218,-0.0006812451461741364,955.759246085868,25.37585634770321,0.017570848758259906,-0.006999951217250809,8.91439422450888,22.35176169267192,0.01656407106855626,-0.011446575618868571,4.410873431504171,22.258669758533443,0.016510879019874383,0.07582328920261916,2.112582424486883,-0.03219226283422266,0.011987336920358402
2.67503712763983,0.009492498705011633,9.790270249788504e-05,-0.004752626639755051,-0.8561201911812314,-0.13958021862608055,4.1827954755975754e-05,-0.0011718667144888647,-0.22121629120543934,-0.056616629004446355,1.808109541107393e-05,-0.0005657772874280723,-0.034970484554890685,-0.002706777981240771,-0.00041225298147623524,958.4342832135078,25.385348846408224,0.01766875146075779,-0.011752577857005859,8.058274033327649,22.21218147404584,0.016605899023312234,-0.012618442333357436,4.189657140298731,22.202053129529,0.016528960115285457,0.07525751191519109,2.0776119399319923,-0.03489904081546343,0.011575083938882166
52.66405281538441,0.7619964877035224,9.647709586932374e-05,-0.002940292833879554,1.7956320701189825,1.2247042237367625,0.00038297779783009225,-0.0017287101066793336,2.0822431809810142,0.4673200916893492,7.588387414624887e-05,-0.006393254484836177,0.17168875556161262,-2.7598324732646903e-05,-0.0007693468437504447,1011.0983360288922,26.147345334111744,0.017765228556627113,-0.014692870690885413,9.853906103446631,23.4368856977826,0.016988876821142328,-0.01434715244003677,6.271900321279746,22.669373221218347,0.016604843989431704,0.06886425743035492,2.249300695493605,-0.03492663914019608,0.010805737095131721
85.30632461579118,1.0114099311826374,-0.00020569373985095324,0.0015411804097520355,2.667281819238085,1.7102658248816236,0.00033338419498845083,-0.0011896357982371275,1.9428569164607203,1.0634654213313848,6.0511763455099396e-05,-0.012308693978502771,0.20946332107809476,0.002955142274907179,-0.001405790060310008,1096.4046606446834,27.15875526529438,0.01755953481677616,-0.013151690281133378,12.521187922684717,25.147151522664224,0.01732226101613078,-0.015536788238273896,8.214757237740466,23.732838642549734,0.016665355752886805,0.05655556345185214,2.4587640165717,-0.0319714968652889,0.009399947034821714
56.190771562494994,0.9387380813702255,-9.094939932580114e-05,0.0012434450402635986,0.9202330280166812,1.654272815845661,5.3049302324808654e-05,-0.0008320639992139642,1.3610877087993654,1.3192370922739614,-5.142952524824923e-05,-0.011579901850836719,-0.04221931583566172,0.004059477859240084,0.0010637631113727083,1152.5954322071784,28.097493346664606,0.01746858541745036,-0.011908245240869779,13.441420950701398,26.801424338509886,0.017375310318455586,-0.01636885223748786,9.575844946539831,25.052075734823696,0.016613926227638555,0.044975661601015425,2.416544700736038,-0.027912019006048814,0.010463710146194422
36.078160024502985,0.8245135912295474,4.216357260176611e-05,0.0005932836189809142,-0.2037394937933319,1.3273710439440012,-1.2111162565776426e-05,-0.002418921826856988,0.04666022560506711,1.2471369241167078,-0.00013558665679063437,-0.006965095678911286,-0.37414941367056515,0.005160872423490264,-0.0016273163473089283,1188.6735922316814,28.922006937894153,0.017510748990052127,-0.011314961621888865,13.237681456908065,28.128795382453887,0.01736319915588981,-0.018787774064344846,9.622505172144898,26.2992126589404,0.01647833957084792,0.03801056592210414,2.0423952870654727,-0.02275114658255855,0.008836393798885494
19.423386836083633,0.6648362567975863,7.689569628872809e-05,0.002646851052127343,-0.48958418307408275,1.0423695913223012,5.7330093933776876e-05,-0.00018127201294603347,-0.43495247181765606,0.9550285114035449,-3.732697589617896e-05,-0.0031634347182096807,-0.5886435504114631,0.0023536148426499355,-0.0038839372575223663,1208.096979067765,29.586843194691742,0.017587644686340855,-0.008668110569761522,12.748097273833983,29.17116497377619,0.017420529249823586,-0.01896904607729088,9.187552700327242,27.254241170343946,0.016441012594951742,0.03484713120389446,1.4537517366540098,-0.020397531739908614,0.004952456541363127
6.198296100600628,0.44567930984860765,2.762227506915051e-05,0.003540208400403599,-0.36074007106150846,0.7013030691692305,6.722813055889861e-05,0.0046732841619544,-0.5220619266963333,0.564656557289178,0.00010683439110037122,-0.0006683682189019382,-0.541609034550201,0.006196693840132091,-0.0021294250365273444,1214.2952751683656,30.03252250454035,0.017615266961410005,-0.0051279021693579245,12.387357202772474,29.87246804294542,0.017487757380382486,-0.014295761915336477,8.665490773630909,27.818897727633125,0.016547846986052113,0.03417876298499252,0.9121427021038087,-0.014200837899776522,0.0028230315048357827
14.505445056610032,0.20380066032392458,-1.7547694829463412e-05,0.004495340614642099,-0.11336265234068427,0.3173073916905419,2.0004290263415402e-05,0.0069153627310864964,-0.43728275197787486,0.19636311331708112,0.0001048303498515272,0.0011183650165655999,-0.29124053175981257,0.004077355825601595,-0.0003174683811253249,1228.8007202249757,30.236323164864274,0.01759771926658054,-0.0006325615547158252,12.273994550431789,30.189775434635962,0.0175077616706459,-0.007380399184249981,8.228208021653035,28.015260840950205,0.01665267733590364,0.03529712800155812,0.6209021703439961,-0.010123482074174926,0.002505563123710458
-3.8586490742948607,-0.055469615055305746,-5.189552697475117e-05,0.0039848656487399235,0.17271712917877602,-0.06069486310031935,-7.951692952086146e-06,0.005592817075217197,-0.31805936196970597,-0.12668789801703598,1.668528441985618e-05,0.0025840242479462858,-0.027223321610717666,-0.0004417031773368855,0.0007454661475932899,1224.9420711506807,30.180853549808965,0.01754582373960579,0.0033523040940240984,12.446711679610566,30.129080571535642,0.017499809977693816,-0.0017875821090327835,7.910148659683328,27.88857294293317,0.016669362620323497,0.037881152249504405,0.5936788487332785,-0.010565185251511813,0.0032510292713037476
-23.039896846186416,-0.3250528772744899,-4.686542495870982e-05,0.0008085516060879841,0.49971248270365637,-0.46992469681896687,4.656258754557527e-06,0.0032454405309878197,-0.2346070719651881,-0.46071482940991865,8.158578462528099e-05,0.0006800980474547292,0.1147567286137792,-0.001192065347227825,-0.00012863475145793952,1201.9021743044943,29.85580067253448,0.01749895831464708,0.004160855700112082,12.946424162314223,29.659155874716674,0.017504466236448375,0.0014578584219550363,7.67554158771814,27.42785811352325,0.016750948404948778,0.038561250296959136,0.7084355773470576,-0.011757250598739638,0.003122394519845808
-43.70758404069044,-0.70403439934298,-3.5301572917323344e-05,-0.0019423530580234755,0.5334480424731567,-0.9417326744103904,8.764356309531863e-06,-0.0010226061827588928,-0.49872559209500883,-0.7761809761515603,0.00012481645237967642,-0.0011503828490601017,0.16291992106521064,-0.0012152713680695436,-0.0001161733247375315,1158.194590263804,29.151766273191498,0.017463656741729755,0.0022185026420886065,13.479872204787378,28.717423200306285,0.017513230592757906,0.0004352522391961435,7.176815995623132,26.65167713737169,0.016875764857328453,0.03741086744789904,0.8713554984122682,-0.012972521966809182,0.0030062211951082767
-51.11995292969361,-1.073793972363093,3.855866284151962e-05,-0.0038679523597776734,-0.1946928417167431,-1.5151282798932462,-8.014832308157001e-05,1.1826214648844697e-05,-1.2129046635787952,-1.098402347592231,0.00011341958986222275,0.0018372011464168872,0.10007300559694181,0.001496372317439046,0.0019510539680927307,1107.0746373341103,28.077972300828403,0.017502215404571277,-0.0016494497176890665,13.285179363070636,27.20229492041304,0.017433082269676336,0.0004470784538449881,5.963911332044336,25.553274789779458,0.016989184447190678,0.03924806859431593,0.9714285040092101,-0.011476149649370136,0.004957275163201007
25.212474830593905,-1.0977427054357003,0.00020755388289277386,-0.004096874579650399,-1.1359490896495181,-1.782399331102255,-0.00011580170291016456,0.0015576118893219691,-1.440487488006692,-1.2287948548519023,3.7398137978359874e-05,0.0053898716917147454,0.043064136202853064,-0.00017896896123639153,0.0015867677517116745,1132.2871121647042,26.980229595392704,0.01770976928746405,-0.005746324297339466,12.149230273421118,25.419895589310784,0.01731728056676617,0.0020046903431669575,4.523423844037644,24.324479934927556,0.017026582585169037,0.04463794028603067,1.014492640212063,-0.011655118610606526,0.006544042914912682
31.804816935743286,-0.4842776466352711,0.0001587061559581927,-0.0029228533922928982,-0.20903972618625039,-0.7507412729887661,-8.814640415692699e-07,0.0009360675616655672,0.23573203769581397,-0.7423163508070607,-1.8844675577264728e-05,0.0032966144883319892,0.23970707584799705,0.0037354847822899055,-0.0010663758012595154,1164.0919291004475,26.495951948757433,0.01786847544342224,-0.008669177689632364,11.940190547234867,24.669154316322018,0.0173163991027246,0.0029407579048325245,4.7591558817334585,23.582163584120494,0.017007737909591772,0.04793455477436266,1.2541997160600602,-0.00791963382831662,0.005477667113653167
9.815982767673988,-0.2395768902218839,3.908817392342475e-06,-0.0002813707722263909,-0.12070453641554624,-0.436263882567634,-2.4336247769114594e-05,0.0003532136707201433,0.09742821353439024,-0.34168079496046944,-9.958512634838084e-06,0.0007372112288557568,0.22312509879447218,0.0033833665182286463,-0.0025075349121796574,1173.9079118681216,26.25637505853555,0.017872384260814583,-0.008950548461858755,11.81948601081932,24.232890433754385,0.017292062854955485,0.0032939715755526677,4.8565840952678485,23.240482789160026,0.016997779396956934,0.04867176600321842,1.4773248148545324,-0.0045362673100879745,0.0029701322014735096
-16.77848803448316,-0.17533161687714194,-1.1815124724426335e-05,0.00029864241976911617,-0.45330624039124695,-0.31930316470917736,-0.0001488544728890396,-0.0018380585991519234,0.01801184687144311,-0.13365817271446062,-6.998745608667366e-05,0.001019736397940781,0.13713569008254914,-0.0011953118371927462,-0.00043635963564883987,1157.1294238336384,26.08104344165841,0.01786056913609016,-0.008651906042089638,11.366179770428074,23.913587269045205,0.017143208382066448,0.0014559129764007443,4.874595942139291,23.106824616445564,0.01692779194087026,0.0496915024011592,1.6144605049370815,-0.005731579147280721,0.0025337725658246698
-29.362276762868742,-0.13979778300901524,-1.0080624625476412e-05,0.00021646330922700508,-0.5381509086217302,-0.27821669699896834,-0.00016519677622389277,-0.0026040696416906937,-0.15186066067410406,-0.0505572163641814,-0.00012822236212620556,0.0029128149803458493,0.07137253717624409,0.00030055447365202144,-0.00011725288532234352,1127.7671470707696,25.941245658649393,0.01785048851146468,-0.008435442732862633,10.828028861806343,23.635370572046238,0.016978011605842554,-0.0011481566652899494,4.722735281465187,23.056267400081385,0.016799569578744053,0.05260431738150505,1.6858330421133256,-0.005431024673628699,0.002416519680502326
-44.68039589820658,-0.10910211368569364,-2.459288911894766e-05,0.0005769738944541919,-0.4785916828005837,-0.24568465805445808,-0.0001552762799160291,-0.0023424171131757507,-0.24539025518334312,-0.07998358431622893,-0.00012755931004562946,0.00385511011251321,0.03989519248520036,-0.0030792207943893275,0.002015159293450559,1083.086751172563,25.8321435449637,0.017825895622345735,-0.00785846883840844,10.34943717900576,23.38968591399178,0.016822735325926524,-0.0034905737784656997,4.477345026281844,22.976283815765154,0.016672010268698426,0.056459427494018256,1.7257282345985259,-0.008510245468018027,0.004431678973952885
-48.82224203907764,-0.05663631712869488,-4.206101133691321e-05,0.0011776088406993206,-0.20019420962528217,-0.16148852427945973,-5.5334295458991246e-05,-0.0014046445144239891,-0.13819237810287843,-0.10104048703750207,-7.121624785925435e-05,0.00457775690934514,0.04812815072203325,1.1576083140586117e-05,0.0017963797543632677,1034.2645091334855,25.775507227835003,0.017783834611008822,-0.00668085999770912,10.149242969380477,23.22819738971232,0.016767401030467532,-0.00489521829288969,4.339152648178966,22.875243328727652,0.01660079402083917,0.06103718440336339,1.7738563853205591,-0.008498669384877441,0.006228058728316153
-30.358866275889604,-0.04224607840024709,-7.770677003669492e-05,0.0022373433360311445,0.007953793012231314,-0.12471831478514529,-4.508328300194278e-05,0.0001099462794335434,0.011731779554417524,-0.1108758865075773,-2.549678464516186e-05,0.004578880028212479,0.07332063759510359,-0.0014307040993695134,0.003604118548843303,1003.9056428575958,25.733261149434757,0.017706127840972127,-0.004443516661677975,10.157196762392708,23.103479074927176,0.01672231774746559,-0.004785272013456146,4.350884427733384,22.764367442220074,0.016575297236194008,0.06561606443157587,1.8471770229156628,-0.009929373484246955,0.009832177277159456
-22.639023828134963,-0.030255996838177337,-5.5117840170445125e-05,0.002003612740428651,0.0131714608752556,-0.10890054196657567,-4.223319572447523e-05,-0.0005276403668947188,0.14098930306964627,-0.09012148798533952,-3.9406181619340256e-05,0.0027900293912140233,0.09569462475678686,-0.0017754426605673347,0.0017459277177058893,981.2666190294608,25.703005152596578,0.01765101000080168,-0.002439903921249324,10.170368223267964,22.9945785329606,0.016680084551741116,-0.005312912380350865,4.49187373080303,22.674245954234735,0.016535891054574668,0.06840609382278989,1.9428716476724497,-0.011704816144814289,0.011578104994865345
-20.70148839835339,-0.03395875517783593,-8.195181725952895e-05,0.000780267839179935,0.00446206906635787,-0.13208387235258814,-3.7642658969042544e-05,-0.0017078584657397777,0.10519919104909625,-0.07415257030454145,-7.052609445028771e-05,-7.333190454549346e-05,0.09053782561986819,-7.295107534788963e-05,3.1342351553337615e-05,960.5651306311074,25.669046397418743,0.017569058183542152,-0.001659636082069389,10.174830292334322,22.86249466060801,0.016642441892772072,-0.007020770846090643,4.597072921852126,22.600093383930194,0.01646536496012438,0.0683327619182444,2.033409473292318,-0.011777767220162178,0.011609447346418682
-28.205850654415293,-0.07207165788774476,-6.352985573049767e-05,-0.002945748947220848,-0.31562157242137545,-0.17406592277403074,2.0515079270938144e-05,-0.0023179479107506506,-0.1472059633569825,-0.11442601510858037,-4.166944019863127e-05,-0.0013980549312670846,0.014342441440961097,0.00039970032744775317,0.0001442664358488903,932.3592799766922,25.596974739531,0.017505528327811656,-0.004605385029290238,9.859208719912946,22.68842873783398,0.01666295697204301,-0.009338718756841294,4.449866958495144,22.485667368821613,0.01642369551992575,0.06693470698697732,2.0477519147332788,-0.011378066892714426,0.011753713782267573
-12.102011740377254,-0.10087658205415267,3.782270168013339e-05,-0.004925915528315354,-0.6395617421683709,-0.21718907822367794,7.463742594416019e-05,-0.00189170514659079,-0.2214200862338365,-0.14640045181368277,5.187208198227616e-05,-0.00032669920144800634,-0.04083439929007331,-0.00112867356537348,4.504697597837882e-05,920.257268236315,25.496098157476844,0.01754335102949179,-0.00953130055760559,9.219646977744576,22.4712396596103,0.016737594397987172,-0.011230423903432084,4.228446872261307,22.339266917007933,0.016475567601908027,0.06660800778552932,2.0069175154432055,-0.012506740458087907,0.01179876075824595
19.97723888482248,-0.020572189876752637,0.00010620468711251862,-0.0038878497823587313,-0.4587359492587817,-0.12401581818421699,6.767996538984113e-05,-0.0020434867370580723,-0.007734348632280896,-0.11211183210998261,5.7206494595868365e-05,0.0003807904216347737,-0.011338563287539901,-0.0003280493235033845,-4.4860152718717176e-05,940.2345071211374,25.475525967600092,0.017649555716604308,-0.013419150339964322,8.760911028485793,22.347223841426086,0.01680527436337701,-0.013273910640490157,4.220712523629026,22.227155084897948,0.016532774096503895,0.0669887982071641,1.9955789521556657,-0.012834789781591291,0.011753900605527234
76.2451018287062,0.6931883862212683,9.331088586887188e-05,-0.0012286161432143623,1.7886632767221728,1.20957049584946,0.0003354034474156009,-0.0019951812450342255,2.1161140849582316,0.4591790003138143,0.00010267022984353947,-0.0038709982186361466,0.17110313237028035,0.0013662998805098287,-0.0004962101325056051,1016.4796089498436,26.16871435382136,0.01774286660247318,-0.014647766483178684,10.549574305207967,23.556794337275544,0.017140677810792614,-0.015269091885524382,6.336826608587257,22.68633408521176,0.016635444326347434,0.06311779998852794,2.166682084525946,-0.011468489901081461,0.011257690473021628
